idx,검색어,,,,
432,Capric Acid,카프릭애씨드,Capric Acid,"착향제, 계면활성제(세정제)",
433,Caprylic/Capric Triglyceride,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,"착향제, 피부컨디셔닝제(수분차단제), 용제",
434,Caprylic/Capric/Myristic/Stearic Triglyceride,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,Caprylic/Capric/Myristic/Stearic Triglyceride,피부컨디셔닝제(수분차단제),
435,,,,,
436,Caprylyl Glycol,카프릴릴글라이콜,Caprylyl Glycol,"모발컨디셔닝제, 피부유연화제",
437,,,,,
438,,,,,
439,Capsicum Annuum Extract,고추추출물,Capsicum Annuum Extract,"착향제, 피부컨디셔닝제(기타)",
440,Caramel,카라멜,Caramel,"착색제, 향료",
441,,,,,
442,Carapa Guaianensis seed oil,안디로바씨오일,Carapa Guaianensis Seed Oil,"변성제, 피부컨디셔닝제",
443,,,,,
444,,,,,
445,Carbomer,카보머,Carbomer,"유화안정제, 점증제-수용성",
446,Carthamus Tinctorius Seed Oil,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,"향료, 수분증발차단제",
447,,,,,
448,,,,,
449,,,,,
450,,,,,
451,,,,,
452,Caprylic Acid,카프릴릭애씨드,Caprylic Acid,"착향제, 계면활성제(세정제)",
453,,,,,
454,Carbon Dioxide,이산화탄소,Carbon Dioxide,분사제,
455,,,,,
456,Carica Papaya Fruit Extract,파파야열매추출물,Carica Papaya (Papaya) Fruit Extract,피부컨디셔닝제,
457,,,,,
458,,,,,
459,,,,,
460,Copernicia Cerifera Wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,"피막형성제, 피부컨디셔닝제(유연제)",
461,Carbomer,카보머,Carbomer,"유화안정제, 점증제-수용성",
462,,,,,
463,Daucus Carota Sativa Root Extract,당근추출물,Daucus Carota Sativa (Carrot) Root Extract,피부컨디셔닝제(기타),
464,Daucus Carota Sativa Seed Oil,당근씨오일,Daucus Carota Sativa (Carrot) Seed Oil,"착향제, 피부컨디셔닝제(기타)",
465,,,,,
466,,,,,
467,Cassia Auriculata Leaf Powder,테너스카시아잎가루,Cassia Auriculata Leaf Powder,피부컨디셔닝제(기타),
468,,,,,
469,Polyquaternium-47,폴리쿼터늄-47,Polyquaternium-47,"피막형성제, 모발고정제, 피부컨디셔닝제",
470,,,,,
471,,,,,
472,,,,,
473,Nepeta Cataria Extract,개박하추출물,Nepeta Cataria Extract,착향제,
474,,,,,
475,,,,,
476,,,,,
477,,,,,
478,Cedrus Atlantica Bark Extract,아틀라스시다껍질추출물,Cedrus Atlantica Bark Extract,피부컨디셔닝제(기타),
479,Cedrus Deodara Wood Oil,개잎갈나무목부오일,Cedrus Deodara Wood Oil,착향제,
480,,,,,
481,Cedrus Deodara Wood Oil,개잎갈나무목부오일,Cedrus Deodara Wood Oil,착향제,
482,Cedrus Deodara Wood Oil,개잎갈나무목부오일,Cedrus Deodara Wood Oil,착향제,
483,,,,,
484,Centaurea Cyanus Flower Extract,수레국화꽃추출물,Centaurea Cyanus Flower Extract,"수렴제, 피부컨디셔닝제",
485,Centaurea Cyanus Flower Water,수레국화꽃수,Centaurea Cyanus Flower Water,피부컨디셔닝제(기타),
486,,,,,
487,,,,,
488,Cellulose,셀룰로오스,Cellulose,"흡수제, 벌킹제, 미끄럼개선제",
489,Cellulose Gum,셀룰로오스검,Cellulose Gum,"결합제, 유화안정제, 피막형성제, 향료, 점증제-수용성",
490,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
491,,,,,
492,Centella Asiatica Extract,병풀추출물,Centella Asiatica Extract,피부컨디셔닝제,
493,Centella Asiatica Leaf Extract,병풀잎추출물,Centella Asiatica Leaf Extract,피부컨디셔닝제(기타),
494,,,,,
495,,,,,
496,,,,,
497,Cera Alba,세라알바,Cera Alba,"유화안정제, 피막형성제, 착향제, 피부컨디셔닝제(유연제)",
498,,,,,
499,,,,,
500,,,,,
501,,,,,
502,,,,,
503,Ceresin,세레신,Ceresin,"결합제, 점증제-비수용성",
504,Cereus Grandiflorus Flower Extract,나이트블루밍세레우스꽃추출물,Cereus Grandiflorus (Cactus) Flower Extract,피부컨디셔닝제(기타),
505,Cetrimonium Bromide,세트리모늄브로마이드,Cetrimonium Bromide,"정전기방지제, 살균보존제, 계면활성제-유화제",
506,,,,,
507,,,,,
508,Ceteareth-20,세테아레스-20,Ceteareth-20,"계면활성제(세정제), 계면활성제(용해보조제)",
509,Ceteareth-60 Myristyl Glycol,세테아레스-60미리스틸글라이콜,Ceteareth-60 Myristyl Glycol,계면활성제-유화제,
510,Ceteth-20,세테스-20,Ceteth-20,"계면활성제-세정제, 계면활성제-용해보조제",
511,,,,,
512,Cetearyl Alcohol,세테아릴알코올,Cetearyl Alcohol,"유화안정제, 불투명화제, 계면활성제-거품형성제, 점증제-수용성, 점증제-비수용성",
513,,,,,
514,,,,,
515,Cetearyl Glucoside,세테아릴글루코사이드,Cetearyl Glucoside,계면활성제-유화제,
516,,,,,
517,Cetyl Alcohol,세틸알코올,Cetyl Alcohol,"유화안정제, 향료, 불투명화제, 계면활성제-유화제, 계면활성제-거품형성제, 점증제-수용성, 점증제-비수용성",
518,,,,,
519,,,,,
520,Cetraria Islandica Extract,아이슬란드이끼추출물,Cetraria Islandica Extract,피부컨디셔닝제,
521,,,,,
522,Cetrimonium Chloride,세트리모늄클로라이드,Cetrimonium Chloride,"정전기방지제, 살균보존제, 계면활성제-유화제",
523,Ceteareth-7,세테아레스-7,Ceteareth-7,계면활성제(유화제),
524,Cetyl Ethylhexanoate,세틸에틸헥사노에이트,Cetyl Ethylhexanoate,"피부컨디셔닝제(유연제), 용제",
525,Cetyl Acetate,세틸아세테이트,Cetyl Acetate,"향료, 피부유연화제",
526,Cetyl Alcohol,세틸알코올,Cetyl Alcohol,"유화안정제, 향료, 불투명화제, 계면활성제-유화제, 계면활성제-거품형성제, 점증제-수용성, 점증제-비수용성",
527,,,,,
528,Cetyl Esters,세틸에스터,Cetyl Esters,피부유연화제,
529,Cetyl Palmitate,세틸팔미테이트,Cetyl Palmitate,"향료, 수분증발차단제",
530,Cetylpyridinium Chloride,세틸피리디늄클로라이드,Cetylpyridinium Chloride,"정전기방지제, 탈취제",
531,,,,,
532,,,,,
533,,,,,
534,Chamaecyparis Obtusa Oil,편백오일,Chamaecyparis Obtusa Oil,향료,
535,Chamaecyparis Obtusa Water,편백수,Chamaecyparis Obtusa Water,향료,
536,,,,,
537,Agaricus Bisporus Extract,양송이버섯추출물,Agaricus Bisporus (Mushroom) Extract,피부컨디셔닝제,
538,Charcoal Powder,숯가루,Charcoal Powder,"연마제, 흡수제, 불투명화제",
539,,,,,
540,,,,,
541,Prunus Avium Fruit Extract,양벚나무열매추출물,Prunus Avium (Sweet Cherry) Fruit Extract,피부컨디셔닝제(기타),
542,,,,,
543,,,,,
544,Chitosan,키토산,Chitosan,"피막형성제, 모발고정제",
545,,,,,
546,,,,,
547,,,,,
548,,,,,
549,Chlorella Vulgaris Extract,클로렐라 불가리스추출물,Chlorella Vulgaris Extract,피부컨디셔닝제(기타),
550,Chlorhexidine Digluconate,클로헥시딘다이글루코네이트,Chlorhexidine Digluconate,살균보존제,
551,Chlorhexidine Digluconate,클로헥시딘다이글루코네이트,Chlorhexidine Digluconate,살균보존제,
552,Chlorhexidine,클로헥시딘,Chlorhexidine,살균보존제,
553,,,,,
554,,,,,
555,Chlorophyllin-Copper Complex,클로로필린-카퍼컴플렉스,Chlorophyllin-Copper Complex,"산화방지제, 착색제",
556,Chlorphenesin,클로페네신,Chlorphenesin,살균보존제,
557,,,,,
558,Cholesterol,콜레스테롤,Cholesterol,"유화안정제, 피부컨디셔닝제, 점증제-비수용성",
559,,,,,
560,,,,,
561,,,,,
562,Sodium Chondroitin Sulfate,소듐콘드로이틴설페이트,Sodium Chondroitin Sulfate,"모발컨디셔닝제, 피부컨디셔닝제",
563,,,,,
564,,,,,
565,,,,,
566,,,,,
567,Chrysanthemum Coccineum Flower Extract,코키네움국화꽃추출물,Chrysanthemum Coccineum Flower Extract,피부컨디셔닝제(기타),
568,Chrysin,크리신,Chrysin,피부컨디셔닝제(기타),
569,,,,,
570,,,,,
571,,,,,
572,,,,,
573,,,,,
574,,,,,
575,,,,,
576,,,,,
577,,,,,
578,,,,,
579,,,,,
580,,,,,
581,,,,,
582,CI 77266/Carbon Black,카본블랙,Carbon Black,착색제,
583,,,,,
584,,,,,
585,,,,,
586,,,,,
587,,,,,
588,,,,,
589,,,,,
590,Cinnamomum Zeylanicum Bark Oil,실론시나몬나무껍질오일,Cinnamomum Zeylanicum Bark Oil,착향제,
591,,,,,
592,,,,,
593,Cinnamomum Cassia Bark Extract,육계나무껍질추출물,Cinnamomum Cassia Bark Extract,피부컨디셔닝제(기타),
594,Cinnamomum Cassia Leaf Oil,육계잎오일,Cinnamomum Cassia Leaf Oil,"변성제, 감미제, 착향제",
595,Cinnamomum Cassia Leaf Oil,육계잎오일,Cinnamomum Cassia Leaf Oil,"변성제, 감미제, 착향제",
596,,,,,
597,Cinnamomum Zeylanicum Bark Oil,실론시나몬나무껍질오일,Cinnamomum Zeylanicum Bark Oil,착향제,
598,Cinnamal,신남알,Cinnamal,"변성제, 감미제, 착향제",
599,Cinnamyl Alcohol,신나밀알코올,Cinnamyl Alcohol,"감미제, 착향제",
600,Cinchona Succirubra Bark Extract,키나나무껍질추출물,Cinchona Succirubra Bark Extract,피부컨디셔닝제(기타),
601,Citric Acid,시트릭애씨드,Citric Acid,"금속이온봉쇄제, 향료, pH 조절제",
602,Cinnamomum Zeylanicum Bark Oil,실론시나몬나무껍질오일,Cinnamomum Zeylanicum Bark Oil,착향제,
603,Citral,시트랄,Citral,"감미제, 착향제",
604,,,,,
605,Climbazole,클림바졸,Climbazole,살균보존제,
606,,,,,
607,,,,,
608,,,,,
609,,,,,
610,Citrus Limon Juice Extract,레몬즙추출물,Citrus Limon (Lemon) Juice Extract,피부컨디셔닝제(기타),
611,,,,,
612,Citrus Grandis Seed Extract,왕귤씨추출물,Citrus Grandis (Grapefruit) Seed Extract,피부컨디셔닝제(기타),
613,,,,,
614,,,,,
615,Citrus Aurantifolia Fruit Extract,라임추출물,Citrus Aurantifolia (Lime) Fruit Extract,피부컨디셔닝제(기타),
616,,,,,
617,Citrus Aurantifolia Oil,라임전초오일,Citrus Aurantifolia (Lime) Oil,"착향제, 피부컨디셔닝제(기타)",
618,,,,,
619,Citrus Aurantium Dulcis Oil,오렌지오일,Citrus Aurantium Dulcis (Orange) Oil,향료,
620,Citrus Aurantium Dulcis Fruit Extract,오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract,"향료, 피부컨디셔닝제",
621,Citrus Aurantium Dulcis Oil,오렌지오일,Citrus Aurantium Dulcis (Orange) Oil,향료,
622,Citrus Aurantium Dulcis Peel Oil,오렌지껍질오일,Citrus Aurantium Dulcis (Orange) Peel Oil,"착향제, 피부컨디셔닝제(기타)",
623,Citrus Grandis Seed Extract,왕귤씨추출물,Citrus Grandis (Grapefruit) Seed Extract,피부컨디셔닝제(기타),
624,Citrus Reticulata Leaf Oil,만다린잎오일,Citrus Reticulata (Tangerine) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
625,,,,,
626,Citrus Paradisi Fruit Extract,자몽추출물,Citrus Paradisi (Grapefruit) Fruit Extract,피부컨디셔닝제(기타),
627,Citrus Tangerina Peel Oil,탄제린껍질오일,Citrus Tangerina (Tangerine) Peel Oil,"착향제, 피부컨디셔닝제(기타)",
628,Citrus Unshiu Extract,귤전초추출물,Citrus Unshiu Extract,피부컨디셔닝제(기타),
629,Citrus Aurantium Bergamia Fruit Oil,베르가모트오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,착향제,
630,,,,,
631,,,,,
632,,,,,
633,,,,,
634,,,,,
635,Cocamide MEA,코카마이드엠이에이,Cocamide MEA,"계면활성제-거품형성제, 점증제-수용성",
636,Cocamide DEA,코카마이드디이에이,Cocamide DEA,"계면활성제(거품촉진제), 점도증가제(수성)",
637,,,,,
638,,,,,
639,,,,,
640,Cocamide MIPA,코카마이드미파,Cocamide MIPA,"계면활성제-거품형성제, 점증제-수용성",
641,Cupressus Sempervirens Oil,솔잣나무오일,Cupressus Sempervirens Oil,착향제,
642,,,,,
643,Vaccinium Macrocarpon Fruit Extract,크랜베리추출물,Vaccinium Macrocarpon (Cranberry) Fruit Extract,피부컨디셔닝제(기타),
644,Vaccinium Macrocarpon Seed Oil,크랜베리씨오일,Vaccinium Macrocarpon (Cranberry) Seed Oil,피부컨디셔닝제(수분차단제),
645,Cocamidopropyl Betaine,코카미도프로필베타인,Cocamidopropyl Betaine,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",
646,Cocamine Oxide,코카민옥사이드,Cocamine Oxide,"모발컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 계면활성제-친수제",
647,,,,,
648,Cocamidopropyl Hydroxysultaine,코카미도프로필하이드록시설테인,Cocamidopropyl Hydroxysultaine,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",
649,Cocamidopropylamine Oxide,코카미도프로필아민옥사이드,Cocamidopropylamine Oxide,"모발컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 계면활성제-친수제",
650,Cocamidopropyl PG-Dimonium Chloride,코카미도프로필피지-다이모늄클로라이드,Cocamidopropyl PG-Dimonium Chloride,"정전기방지제, 헤어컨디셔닝제",
651,Cocamidopropyl PG-Dimonium Chloride Phosphate,코카미도프로필피지-다이모늄클로라이드포스페이트,Cocamidopropyl PG-Dimonium Chloride Phosphate,"정전기방지제, 헤어컨디셔닝제",
652,Coco-Betaine,코코-베타인,Coco-Betaine,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",
653,Coco-Glucoside,코코-글루코사이드,Coco-glucoside,계면활성제-세정제,
654,,,,,
655,,,,,
656,,,,,
657,,,,,
658,Coco/Sunfloweramidopropyl Betaine,코코/선플라워아미도프로필베타인,Coco/Sunfloweramidopropyl Betaine,"미끄럼조정제/활택제, 계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(용해보조제), 점도증가제(수성)",
659,Theobroma Cacao Seed Butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,"착향제, 피부보호제, 피부컨디셔닝제(수분차단제)",
660,,,,,
661,,,,,
662,,,,,
663,,,,,
664,,,,,
665,,,,,
666,,,,,
667,,,,,
668,,,,,
669,Cocodimonium Hydroxypropyl Hydrolyzed Keratin,코코다이모늄하이드록시프로필하이드롤라이즈드케라틴,Cocodimonium Hydroxypropyl Hydrolyzed Keratin,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
670,Cocodimonium Hydroxypropyl Hydrolyzed Rice Protein,코코다이모늄하이드록시프로필하이드롤라이즈드쌀단백질,Cocodimonium Hydroxypropyl Hydrolyzed Rice Protein,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",
671,Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein,코코다이모늄하이드록시프로필하이드롤라이즈드밀단백질,Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",
672,,,,,
673,,,,,
674,Cocamide Dea,코카마이드디이에이,Cocamide DEA,"계면활성제(거품촉진제), 점도증가제(수성)",
675,,,,,
676,Coconut Alcohol,코코넛알코올,Coconut Alcohol,"유화안정제, 계면활성제-거품형성제, 점증제-수용성, 점증제-비수용성",
677,,,,,
678,,,,,
679,Cocos Nucifera Oil,코코넛야자오일,Cocos Nucifera (Coconut) Oil,"착향제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
680,Cocos Nucifera Oil,코코넛야자오일,Cocos Nucifera (Coconut) Oil,"착향제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
681,,,,,
682,Cocos Nucifera Fruit Extract,코코넛야자열매추출물,Cocos Nucifera (Coconut) Fruit Extract,피부컨디셔닝제(기타),
683,,,,,
684,,,,,
685,,,,,
686,,,,,
687,,,,,
688,Cocotrimonium Methosulfate,코코트라이모늄메토설페이트,Cocotrimonium Methosulfate,"정전기방지제, 헤어컨디셔닝제",
689,,,,,
690,,,,,
691,Cocoyl Sarcosine,코코일사코신,Cocoyl Sarcosine,"모발컨디셔닝제, 계면활성제-세정제",
692,Coffea Arabica Seed Oil,커피콩오일,Coffea Arabica (Coffee) Seed Oil,"감미제, 착향제",
693,,,,,
694,,,,,
695,,,,,
696,Colloidal Oatmeal,콜로이달오트밀,Colloidal Oatmeal,"스크럽제, 흡수제, 벌킹제, 피부보호제",
697,,,,,
698,,,,,
699,,,,,
700,,,,,
701,Collagen,콜라겐,Collagen,"모발컨디셔닝제, 피부컨디셔닝제",
702,,,,,
703,Cucumis Sativus Fruit Extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,"피부컨디셔닝제(유연제), 피부컨디셔닝제(기타)",
704,,,,,
705,,,,,
706,Commiphora Myrrha Oil,몰약오일,Commiphora Myrrha Oil,"향료, 피부컨디셔닝제",
707,Symphytum Officinale Extract,컴프리추출물,Symphytum Officinale Extract,피부컨디셔닝제(기타),
708,Symphytum Officinale Extract,컴프리추출물,Symphytum Officinale Extract,피부컨디셔닝제(기타),
709,,,,,
710,Symphytum Officinale Leaf Extract,컴프리잎추출물,Symphytum Officinale Leaf Extract,피부컨디셔닝제(기타),
711,,,,,
712,,,,,
713,,,,,
714,,,,,
715,,,,,
716,,,,,
717,,,,,
718,Copaifera Officinalis Resin,발삼코파이바수지,Copaifera Officinalis (Balsam Copaiba) Resin,"피막형성제, 착향제",
719,Copaifera Officinalis Resin,발삼코파이바수지,Copaifera Officinalis (Balsam Copaiba) Resin,"피막형성제, 착향제",
720,Copernicia Cerifera Wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,"피막형성제, 피부컨디셔닝제(유연제)",
721,,,,,
722,,,,,
723,,,,,
724,,,,,
725,Copper Gluconate,카퍼글루코네이트,Copper Gluconate,피부컨디셔닝제(기타),
726,,,,,
727,,,,,
728,,,,,
729,,,,,
730,,,,,
731,,,,,
732,Zea Mays Starch,옥수수전분,Zea Mays (Corn) Starch,"스크럽제, 흡수제, 피부보호제, 점증제-수용성",
733,,,,,
734,,,,,
735,,,,,
736,Coumarin,쿠마린,Coumarin,착향제,
737,,,,,
738,Creatine,크레아틴,Creatine,피부컨디셔닝제,
739,,,,,
740,Crataegus Monogyna Fruit Extract,모노기나산사열매추출물,Crataegus Monogyna Fruit Extract,피부컨디셔닝제(기타),
